,SM300-Efficiency_filenames,SM300-Efficiency_importance,SM300-Efficiency_original_index,SM300-Rate_filenames,SM300-Rate_importance,SM300-Rate_original_index,SM300-Lag_filenames,SM300-Lag_importance,SM300-Lag_original_index,SM300-AUC_filenames,SM300-AUC_importance,SM300-AUC_original_index,SM60-Efficiency_filenames,SM60-Efficiency_importance,SM60-Efficiency_original_index,SM60-Rate_filenames,SM60-Rate_importance,SM60-Rate_original_index,SM60-Lag_filenames,SM60-Lag_importance,SM60-Lag_original_index,SM60-AUC_filenames,SM60-AUC_importance,SM60-AUC_original_index,Ratio-Efficiency_filenames,Ratio-Efficiency_importance,Ratio-Efficiency_original_index,Ratio-Rate_filenames,Ratio-Rate_importance,Ratio-Rate_original_index,Ratio-Lag_filenames,Ratio-Lag_importance,Ratio-Lag_original_index,Ratio-AUC_filenames,Ratio-AUC_importance,Ratio-AUC_original_index
0,YIL169C,0.0125424856798845,1140,YHR211W,0.0006219991844216,428,YNL338W,0.2363834220846182,111,YBR301W,0.4225235449023559,343,YJR162C,0.0131940508032285,233,YAR029W,0.0006223670937752,219,YDL243C,0.2963934471185717,424,YMR173W,0.3406805217516591,6669,YJR108W,0.0275788844908486,36,YOL146W,0.0232392233973685,133,YNL065W,0.024765893705216,142,YMR173W,0.0217307984009969,677
1,YOL086C,0.0112650963149455,137,YOL157C,0.0005882630222538,143,YNL338W,0.2299499922209263,99,YKL202W,0.3980858495232414,801,YKL163W,0.0118292833842583,912,YNL338W,0.0005134189861663,41,YKR040C,0.2841490679376899,446,YIL169C,0.2759909338244295,1143,YBR112C,0.0233654321853094,2815,YJR108W,0.0182252499515483,36,YNR077C,0.0233207977958415,139,YEL069C,0.0209811746128621,806
2,YNL338W,0.0109118704666447,187,YPL277C,0.0005561329175363,750,YHR145C,0.2165777627821058,279,YPL277C,0.3961874624736243,750,YJR162C,0.0117818578727798,55,YDL039C,0.00048626535533,730,YIR039C,0.28129361078492,124,YAR029W,0.2723711711426498,219,YFR016C,0.0173412023878031,2978,YOR053W,0.0154855179213499,470,YBL008W,0.0230843875321153,1633,YOR305W,0.0181208986905847,751
3,YJR108W,0.0108866097959224,36,YDR036C,0.0005507243804345,109,YDR150W,0.1987446006482703,7005,YIL100W,0.3784381336046292,77,YDL039C,0.0114677913749878,1187,YDL185W,0.0004715924896022,1969,YKL202W,0.2699203299205433,1082,YNL338W,0.2569262717718302,41,YMR173W,0.0171737854589427,677,YNL019C,0.0151223275454197,857,YPR202W,0.0228874221768874,203,YDR542W,0.016503849589759,32
4,YJL123C,0.0106848300786357,491,YIL169C,0.0005389205737294,1136,YGL181W,0.1970264294814228,1588,YCR108C,0.3532878210719792,179,YPL277C,0.011255186410825,1885,YGL181W,0.0004690994538349,1575,YER187W,0.2477799243869366,414,YKR102W,0.2355655721372843,2935,YJR162C,0.0169613737111982,55,YJR162C,0.01413668348588,235,YCR108C,0.0228843449234366,179,YJR108W,0.0155187603510297,36
5,YLL065W,0.0102954092562901,336,YKR047W,0.0005052343604647,219,YBR301W,0.1923032089644871,343,YCR002C,0.3051441931077063,260,YGR254W,0.0107538407953507,947,YBL048W,0.0004616937339097,239,YGR287C,0.2471103697886187,1348,YLR311C,0.2338907374009416,192,YFR016C,0.016811926797738,2958,YDR145W,0.0140860657835988,577,YIL100W,0.022808193650286,285,YHR211W,0.0143568389873937,518
6,YNR044W,0.0098388796002995,1030,YKR047W,0.0005026776294335,205,YKL202W,0.18874422842209,343,YCL001W,0.2981141537662536,455,YNL338W,0.0104308949708042,41,YAR029W,0.000423897580813,56,YPL257W,0.241283592267008,305,YLR202C,0.2250892864195331,293,YLR296W,0.0167650072589913,196,YHR217C,0.0135957311300175,133,YKL202W,0.0227864814657788,372,YLR296W,0.0143103016940636,196
7,YIR019C,0.0097093852458868,4941,YNR044W,0.0004918487778576,1445,YLR311C,0.1876127871997733,200,YLL065W,0.2977006238765781,401,YCR108C,0.0103804682256529,28,YOR053W,0.0004099301119076,470,YKL202W,0.2345626531705028,372,YBL109W,0.224742388673101,249,YOR053W,0.0166662385100689,336,YMR273C,0.0135707528848542,2135,YHR145C,0.0226540680527355,279,YKL202W,0.0141635039704291,559
8,YOR053W,0.0094691562502545,311,YFL039C,0.000490897903399,194,YOR267C,0.1846544705078794,2397,YJR145C,0.2967799377421261,930,YDL243C,0.0102239168821726,50,YIL169C,0.0004021291588905,1143,YML118W,0.2328907700065115,1501,YGL053W,0.2243075274315565,193,YDR170C,0.0162135077058543,894,YIL130W,0.0130580333191463,2453,YNR044W,0.0224537170221134,994,YNL337W,0.0140514175346662,2
9,YJR162C,0.0094438623920533,84,YJL123C,0.0004802591212342,491,YLR202C,0.1813113954006495,270,YLR311C,0.2942235447901596,338,YNL338W,0.0101842498866643,25,YEL070W,0.0004001060806892,1126,YAL065C,0.229016633396801,277,YJR162C,0.2169248827758348,55,YDL039C,0.0157465796838974,730,YKL223W,0.0130332707383419,44,YNL065W,0.0224531956922215,192,YOR391C,0.0133023065786157,260
10,YKL030W,0.0092190984463911,138,YDL243C,0.000479939694744,209,YDR345C,0.179374349008758,313,YCR009C,0.2931871273174323,350,YDR542W,0.0100184779788313,23,YDR145W,0.0003962939547333,560,YJR071W,0.2272566677815937,161,YAR050W,0.2130290639084396,6964,YFL021W,0.015407436918981,1635,YOL062C,0.012960651847867,222,YAR050W,0.0216355214524895,4938,YGL052W,0.0131153695593509,237
11,YNR044W,0.0089821884805255,1487,YDL185W,0.0004779795785012,1321,YCL069W,0.1776846386782616,110,YNL027W,0.2924962982087121,500,YGL164C,0.009866869458319,1133,YPL190C,0.0003912081447263,2793,YGL181W,0.2264283897886227,1502,YAR050W,0.2042687149112719,3185,YMR173W,0.014601180367805,4656,YJR162C,0.0128934870902398,84,YJR009C,0.021531483765162,626,YDL039C,0.0129233482987465,160
12,YDR420W,0.0088078231141745,1626,YCL041C,0.000476116608994,42,YNL065W,0.1702443135489826,139,YOL155C,0.2872766662042411,1876,YNL338W,0.0096963758841375,129,YHR079C,0.0003912081447263,2078,YJR155W,0.2243835162660156,89,YKL030W,0.2041553073811458,160,YPR087W,0.0146001083863877,24,YIL169C,0.0128159611179208,3108,YLR296W,0.0210031859936749,265,YCR038C,0.0129175872381414,1022
13,YGR295C,0.0088043189742684,97,YML113W,0.0004676613288499,408,YBR300C,0.1701478894731699,38,YCR006C,0.2868894090353466,84,YAL065C,0.0096249742127854,277,YNR065C,0.0003912081447263,2774,YPR120C,0.221380988388473,1242,YKL028W,0.2035395869456888,1603,YOL086C,0.0142519000286192,989,YKL030W,0.0127935254597495,46,YJR023C,0.0205787183102795,114,YDR542W,0.0126694332554776,23
14,YHR217C,0.0086914557839827,86,YKR040C,0.0004303402912959,446,YHL041W,0.1669482613881059,149,YCR006C,0.2864930717680271,428,YDL185W,0.0093494051083105,1969,YJR062C,0.0003912081447263,1342,YOR305W,0.2180735191047851,746,YPL257W,0.2026552430813547,303,YJR162C,0.014177444881528,235,YLL065W,0.0125495820508405,397,YBL008W,0.0205681527122227,1630,YJL165C,0.0126056368833418,1665
15,YLL065W,0.0086518365780253,383,YDL185W,0.0004255330387824,2166,YJL220W,0.1640016605678864,234,YIL169C,0.2770991563110951,1140,YKR106W,0.0093487210415192,1092,YLR210W,0.0003912081447263,275,YPL190C,0.2097237112236351,2780,YEL070W,0.2025085556052064,1,YOR053W,0.0139540165838514,470,YCR108C,0.0124531590758609,442,YAR050W,0.0203622251668464,7442,YKR102W,0.012566705211202,2935
16,YKL172W,0.0086037385010268,369,YJR162C,0.00041678816938,84,YDR542W,0.1612960331291536,314,YPL257W,0.2737044918439184,303,YPL016W,0.0091487921360874,1938,YLR272C,0.0003912081447263,590,YPL239W,0.2041119768776504,475,YOR305W,0.1982460001189006,751,YOR305W,0.0137717922306339,751,YJL138C,0.0122273401212086,311,YMR173W,0.0196199896652769,4020,YCR108C,0.0125479057274685,442
17,YDR543C,0.0084803145047061,153,YPL016W,0.0004167322290722,1949,YGL181W,0.14903285284316,1492,YNL337W,0.2670805920457562,2,YGL062W,0.0091461758458533,338,YHR099W,0.0003912081447263,6780,YPL239W,0.2001223438631757,209,YDR543C,0.1978849911413609,204,YNL338W,0.013643243123038,187,YKL030W,0.0121292570216952,31,YPL257W,0.0194167965058138,305,YKL202W,0.0122993169506566,397
18,YCL041C,0.0084297436536351,42,YGR160W,0.0004078912304919,892,YKR092C,0.1448226740013194,182,YPR087W,0.2634137220469744,24,YCR108C,0.009057821634487,179,YKR029C,0.0003912081447263,1261,YKL202W,0.1903546544008792,525,YGR034W,0.1964815962640987,217,YKL030W,0.013572628027198,112,YLR202C,0.0119098352634235,293,YJR162C,0.0193390259621627,85,YML132W,0.0120582165273735,974
19,YNL019C,0.0083700163330357,615,YFL021W,0.000398961803557,1698,YKL201C,0.1443295116570445,3927,YKL202W,0.2572507505756372,651,YDL039C,0.0089999383193586,649,YML073C,0.0003912081447263,170,YMR164C,0.1890904121250501,1257,YOR391C,0.1951568386836197,260,YBR031W,0.0134058152353367,683,YER187W,0.0118515699081532,71,YJR071W,0.0192367541910346,275,YHR211W,0.0120365310822252,437
20,YLR311C,0.0083077429294559,338,YNR044W,0.0003975789048815,1487,YGL181W,0.13971393936827,1517,YOR148C,0.2566350603489197,62,YLR311C,0.0089750284971145,166,YJL112W,0.0003912081447263,1926,YHR099W,0.188967408017302,6780,YJR023C,0.1900053800847262,192,YBL081W,0.0133622093731621,556,YCR038C,0.0118327559315227,1022,YLL065W,0.0188047255350837,207,YNL338W,0.0120217666228478,204
21,YFL023W,0.008101778697048,2002,YDR544C,0.0003949567100449,432,YER187W,0.1378691766269568,215,YHL045W,0.2560915373354812,113,YJR161C,0.0088767178931778,574,YOR006C,0.0003912081447263,207,YNL098C,0.188967408017302,454,YDR150W,0.1890451686452357,2670,YBR028C,0.0132014275563881,138,YMR173W,0.0114677909490518,4718,YAL069W,0.018092124835802,242,YJR162C,0.0119485261472822,56
